order_id;customer_name;customer_email;phone;order_date;order_amount;product_category;city;status
ORD-2024-001300;elena kozlova;alztkhtuoo@yandex.ru;+7 999 123 45 67;2024/03/19;14329,96;sports;Yekaterinburg;paid
ORD-2024-000731;Peter Wilson;invalid.email;+7 999 123 45 67;2024-02-08;35351,94;electronics;екатеринбург;shipped
ORD-2024-000375;john smith;clqsehcg@yandex.ru;+7 999 123 45 67;2024-03-31;25,365,53 руб;sports;Yekaterinburg;PAID
ORD-2024-001329;MARY JOHNSON;eogllsffw@mail.ru;79991234567;25.02.2024;2315,86;Clothing;Yekaterinburg;cancelled
ORD-2024-000276;  Anna Brown  ;nrowqnemr@outlook.com;79991234567;09-03-2024;36,467,45 руб;home;Yekaterinburg;PAID
ORD-2024-000862;john smith;invalid.email;+7(999)123-45-67;2024/01/21;32,997,32 руб;ELECTRONICS;Moscow;pending
ORD-2024-001238;elena kozlova;ehkcufhyuw@gmail.com;8-999-123-45-67;19.03.2024;39576,03;sports;СПб;shipped
ORD-2024-001048;  Anna Brown  ;mucqhkr@mail.ru;+7 999 123 45 67;;19331,26;Clothing;москва;Pending
ORD-2024-000213;MARY JOHNSON;scuys@yandex.ru;+7 999 123 45 67;2024-02-27;29720,62;Clothing;Novosibirsk;cancelled
ORD-2024-000778;elena kozlova;knqkonfem@outlook.com;;18.03.2024;32 775,70;sports;екатеринбург;shipped
ORD-2024-000136;  Anna Brown  ;user.domain.com;79991234567;2024/01/03;15,501,22 руб;Electronics;Novosibirsk;pending
ORD-2024-001465;elena kozlova;rczjg@mail.ru;79991234567;2024/01/12;4671,65;ELECTRONICS;СПб;paid
ORD-2024-001652;Peter Wilson;eztfkpnmj@mail.ru;+7(999)123-45-67;13.02.2024;18,363,08 руб;home;Moscow;paid
ORD-2024-001783;Peter Wilson;user@;79991234567;2024-03-08;47190,58;Books;екатеринбург;paid
ORD-2024-000655;elena kozlova;kqvwrvqttr@outlook.com;+7(999)123-45-67;07.02.2024;18625,93;books;Kazan;Paid
ORD-2024-000858;elena kozlova;tdlyk@gmail.com;8(999)123-45-67;23-02-2024;46628,17;Clothing;Новосибирск;Paid
ORD-2024-001538;john smith;achdiut@gmail.com;;2024-03-15;46298,21;Clothing;Новосибирск;Cancelled
ORD-2024-001567;Peter Wilson;vyfpaytjp@yandex.ru;;2024/03/24;30204,36;electronics;Sankt-Petersburg;Paid
ORD-2024-000232;Peter Wilson;yuhaxts@mail.ru;+7(999)123-45-67;15.03.2024;32,987,83 руб;electronics;Новосибирск;Pending
ORD-2024-001684;john smith;jcxjrimzau@gmail.com;+7(999)123-45-67;23-03-2024;30270,21;electronics;Yekaterinburg;Paid
ORD-2024-000977;MARY JOHNSON;invalid.email;8(999)123-45-67;01-02-2024;22,054,61 руб;Home & Garden;екатеринбург;cancelled
ORD-2024-001042;Peter Wilson;nmwdn@yandex.ru;+7 999 123 45 67;;36571,13;home;Novosibirsk;Cancelled
ORD-2024-000594;;gpxxha@mail.ru;+7 999 123 45 67;17-03-2024;11992,95;ELECTRONICS;СПб;Cancelled
ORD-ORD-2024-001734;;user@;79991234567;2024/01/01;13294,69;electronics;екатеринбург;Pending
ORD-2024-000586;john smith;nhvigmfrm@yandex.ru;+7(999)123-45-67;2024-03-11;6784,30;Home & Garden;Novosibirsk;Paid
ORD-2024-000325;john smith;invalid.email;8(999)123-45-67;07-02-2024;N/A;clothing;Novosibirsk;Pending
ORD-2024-000367;MARY JOHNSON;invalid.email;8-999-123-45-67;09-02-2024;17770,56;Electronics;Novosibirsk;paid
ORD-2024-000556;john smith;gebog@gmail.com;;2024/01/02;31,064,30 руб;home;Sankt-Petersburg;cancelled
ORD-2024-001240;;@domain.com;8(999)123-45-67;2024-02-06;N/A;sports;Yekaterinburg;Cancelled
ORD-2024-001119;MARY JOHNSON;qbpdnzk@yandex.ru;8(999)123-45-67;06.01.2024;44034,21;clothing;Moscow;pending
ORD-2024-000415;john smith;grujs@yandex.ru;8(999)123-45-67;2024/01/17;37775,22;home;екатеринбург;Paid
ORD-2024-001769;john smith;uaxphthgu@gmail.com;79991234567;2024/01/29;24 978,43;Electronics;СПб;PAID
ORD-2024-000100;  Anna Brown  ;zrktzlagn@yandex.ru;+7 999 123 45 67;29.02.2024;1,715,85 руб;Electronics;Novosibirsk;Paid
ORD-2024-001683;;zixnotuwou@mail.ru;79991234567;11-02-2024;37333,81;home;Kazan;Pending
ORD-2024-001507;Peter Wilson;lfwgvuj@yandex.ru;;2024/01/22;37351,28;electronics;Новосибирск;Paid
ORD-2024-001819;elena kozlova;lsxjdpzn@outlook.com;+7(999)123-45-67;28.03.2024;15946,71;sports;Moscow;Cancelled
ORD-2024-001426;  Anna Brown  ;ulzgtvor@mail.ru;+7 999 123 45 67;2024-02-22;15977,17;Clothing;СПб;PAID
ORD-2024-000238;MARY JOHNSON;colpclga@gmail.com;8(999)123-45-67;2024-02-27;7868,29;Clothing;москва;PAID
ORD-2024-000290;  Anna Brown  ;invalid.email;8(999)123-45-67;11.02.2024;2909,77;Electronics;Sankt-Petersburg;Cancelled
ORD-2024-001719;MARY JOHNSON;bfcaoa@mail.ru;+7 999 123 45 67;2024-01-05;43,812,23 руб;Books;Новосибирск;pending
ORD-2024-001730;MARY JOHNSON;tipsd@gmail.com;;09.02.2024;27540,34;home;Новосибирск;paid
ORD-2024-000383;Peter Wilson;mlveo@yandex.ru;;21.01.2024;34,524,66 руб;Books;Новосибирск;pending
ORD-2024-000807;MARY JOHNSON;rwfvktnq@outlook.com;8-999-123-45-67;14.01.2024;15 582,79;ELECTRONICS;Yekaterinburg;PAID
ORD-2024-001430;Peter Wilson;jqhuacdxg@outlook.com;8-999-123-45-67;2024/02/02;30,351,09 руб;electronics;Novosibirsk;pending
ORD-2024-001104;;jwyibbh@gmail.com;+7 999 123 45 67;2024-01-12;31023,63;Clothing;москва;cancelled
ORD-2024-001519;  Anna Brown  ;aqgslrccra@outlook.com;8(999)123-45-67;2024-03-28;13775,63;Clothing;екатеринбург;PAID
ORD-2024-000839;;ueavsre@gmail.com;+7(999)123-45-67;;15 621,20;electronics;Moscow;shipped
ORD-2024-000143;;ybxnwjhbw@yandex.ru;8-999-123-45-67;13-03-2024;43,188,50 руб;books;москва;PAID
ORD-2024-000298;Peter Wilson;qjmzefrcme@yandex.ru;8(999)123-45-67;23-02-2024;N/A;Clothing;Novosibirsk;cancelled
ORD-2024-001197;MARY JOHNSON;iqeza@gmail.com;+7(999)123-45-67;2024-01-08;21494,55;Home & Garden;Kazan;Pending
ORD-2024-000975;  Anna Brown  ;erjwvhbfwu@mail.ru;+7(999)123-45-67;2024/02/12;36,239,32 руб;Clothing;Kazan;Pending
ORD-2024-001393;MARY JOHNSON;qsdghmwt@yandex.ru;79991234567;19-02-2024;45957,16;Clothing;Moscow;shipped
ORD-2024-000678;Peter Wilson;snopv@outlook.com;+7(999)123-45-67;17.01.2024;26575,76;ELECTRONICS;екатеринбург;cancelled
ORD-2024-001487;;user@;+7(999)123-45-67;2024/02/20;41623,50;electronics;Новосибирск;Paid
ORD-2024-001475;MARY JOHNSON;swxvpey@mail.ru;+7 999 123 45 67;27.03.2024;12944,58;electronics;Sankt-Petersburg;cancelled
ORD-2024-000792;john smith;bolyuv@gmail.com;+7(999)123-45-67;21.01.2024;7,053,94 руб;home;Kazan;Cancelled
ORD-2024-000435;  Anna Brown  ;ulqwod@mail.ru;+7(999)123-45-67;2024-01-30;16,880,53 руб;Clothing;москва;Cancelled
ORD-2024-000066;john smith;ihyaenxd@mail.ru;+7 999 123 45 67;2024/03/19;49,932,13 руб;Electronics;Novosibirsk;shipped
ORD-2024-001058;MARY JOHNSON;jjjepcip@mail.ru;79991234567;11.01.2024;12812,21;Electronics;Novosibirsk;paid
ORD-2024-001212;john smith;yveadcjia@outlook.com;8(999)123-45-67;31-03-2024;36,082,46 руб;ELECTRONICS;москва;cancelled
ORD-2024-001495;john smith;udrdjrg@mail.ru;8-999-123-45-67;23.02.2024;40085,69;clothing;Новосибирск;cancelled
ORD-2024-000917;  Anna Brown  ;ommpjuad@mail.ru;8(999)123-45-67;2024/03/07;40,748,37 руб;Home & Garden;Sankt-Petersburg;pending
ORD-2024-000030;john smith;gcgoek@outlook.com;;2024/02/06;22974,55;sports;СПб;pending
ORD-2024-000611;elena kozlova;;79991234567;2024/02/29;38915,72;Clothing;СПб;paid
ORD-2024-001188;;etlgbq@gmail.com;79991234567;20.02.2024;41,907,54 руб;sports;москва;Cancelled
ORD-2024-000708;Peter Wilson;xqehxroi@outlook.com;79991234567;28-02-2024;32179,93;Clothing;СПб;Cancelled
ORD-2024-001842;elena kozlova;biytkjd@outlook.com;;21-03-2024;31399,68;clothing;Novosibirsk;shipped
ORD-2024-001522;;user@;+7 999 123 45 67;2024/02/27;38110,66;Home & Garden;екатеринбург;shipped
ORD-2024-000573;john smith;yhjoebf@yandex.ru;+7 999 123 45 67;2024-02-17;32,854,49 руб;Electronics;Novosibirsk;Pending
ORD-2024-001327;john smith;eewio@outlook.com;+7(999)123-45-67;2024-01-27;36725,87;Books;Kazan;shipped
ORD-2024-000332;Peter Wilson;iauxdyi@outlook.com;+7 999 123 45 67;2024-02-20;9,822,76 руб;home;Sankt-Petersburg;Pending
ORD-2024-001568;elena kozlova;zhmrrwat@gmail.com;8(999)123-45-67;2024-02-28;18547,40;home;Yekaterinburg;shipped
ORD-2024-001562;elena kozlova;eznqv@mail.ru;8(999)123-45-67;01.02.2024;2 816,99;Clothing;Sankt-Petersburg;shipped
ORD-2024-000486;MARY JOHNSON;jzcyt@outlook.com;;2024-02-02;21,955,05 руб;Clothing;екатеринбург;Pending
ORD-2024-001817;john smith;aotdoh@mail.ru;+7 999 123 45 67;27-02-2024;24,242,54 руб;home;СПб;shipped
ORD-2024-000414;Peter Wilson;vycfv@yandex.ru;+7(999)123-45-67;29-03-2024;4856,83;Home & Garden;Moscow;paid
ORD-2024-001760;john smith;qdaeq@outlook.com;+7 999 123 45 67;03-01-2024;5,718,00 руб;Books;Sankt-Petersburg;Cancelled
ORD-2024-001284;Peter Wilson;mamoddgicc@gmail.com;8(999)123-45-67;22-01-2024;48,593,66 руб;Books;Moscow;Cancelled
ORD-2024-000454;  Anna Brown  ;lxhxztyr@yandex.ru;+7(999)123-45-67;;45175,79;electronics;Moscow;shipped
ORD-2024-000439;john smith;jixgcak@gmail.com;+7(999)123-45-67;2024-02-01;6,772,44 руб;books;Kazan;pending
ORD-2024-000964;MARY JOHNSON;rwrplbsbm@outlook.com;8(999)123-45-67;07.03.2024;9954,94;home;Sankt-Petersburg;pending
ORD-2024-001051;john smith;mtalhxtt@gmail.com;+7 999 123 45 67;03.03.2024;29,719,38 руб;books;Yekaterinburg;paid
ORD-2024-001666;elena kozlova;user.domain.com;8(999)123-45-67;2024/01/20;4286,91;books;Kazan;paid
ORD-2024-000695;john smith;kdwny@gmail.com;79991234567;2024-01-21;35,661,42 руб;Electronics;москва;paid
ORD-2024-000323;;nqjpodmp@mail.ru;79991234567;07.03.2024;25601,84;clothing;Yekaterinburg;pending
ORD-2024-001622;MARY JOHNSON;utifw@yandex.ru;79991234567;2024/03/01;41 147,37;ELECTRONICS;Sankt-Petersburg;PAID
ORD-2024-001717;Peter Wilson;user@;8-999-123-45-67;2024/01/30;6,307,35 руб;sports;Sankt-Petersburg;PAID
ORD-2024-000197;;wfmcov@outlook.com;8(999)123-45-67;;11 425,78;home;Новосибирск;Paid
ORD-2024-000937;Peter Wilson;iklhwe@outlook.com;;2024/01/26;3 612,95;clothing;Sankt-Petersburg;paid
ORD-2024-000597;  Anna Brown  ;qpvvzjtcx@gmail.com;8(999)123-45-67;2024/01/07;46634,50;Clothing;Yekaterinburg;PAID
ORD-2024-000121;john smith;hwykvi@outlook.com;79991234567;26.01.2024;29,443,05 руб;home;СПб;cancelled
ORD-2024-001424;john smith;jjndmpxmah@outlook.com;79991234567;2024/01/20;40 400,23;books;СПб;pending
ORD-2024-001610;elena kozlova;mzsxj@gmail.com;79991234567;11.03.2024;47,068,61 руб;sports;Yekaterinburg;pending
ORD-2024-000760;  Anna Brown  ;ltxjsycn@outlook.com;79991234567;2024/02/08;39 269,52;Books;Kazan;pending
ORD-2024-000110;john smith;user.domain.com;+7(999)123-45-67;;34932,06;ELECTRONICS;Sankt-Petersburg;shipped
ORD-2024-000306;MARY JOHNSON;cldfc@outlook.com;8(999)123-45-67;2024/02/20;32004,83;Books;Novosibirsk;PAID
ORD-2024-001451;  Anna Brown  ;ymjvgtms@outlook.com;+7(999)123-45-67;23.02.2024;44651,18;home;Новосибирск;Cancelled
ORD-2024-001377;john smith;llqdua@mail.ru;;2024/01/24;43,754,28 руб;clothing;Новосибирск;pending
ORD-2024-001841;Peter Wilson;snvgynzl@mail.ru;+7(999)123-45-67;2024-02-02;14,023,85 руб;books;москва;paid
ORD-2024-000756;  Anna Brown  ;dsmaefhdy@yandex.ru;8-999-123-45-67;2024-01-20;14232,50;ELECTRONICS;Sankt-Petersburg;Paid
ORD-2024-000345;;gcsisg@yandex.ru;8(999)123-45-67;06-02-2024;10469,35;books;СПб;Cancelled
ORD-2024-000428;  Anna Brown  ;pvorwdp@gmail.com;8-999-123-45-67;12-03-2024;44 805,09;electronics;Yekaterinburg;shipped
ORD-2024-000562;MARY JOHNSON;ybimhgy@yandex.ru;+7 999 123 45 67;09.02.2024;15875,29;Home & Garden;москва;Pending
ORD-2024-001133;MARY JOHNSON;hyccunw@mail.ru;+7(999)123-45-67;27.02.2024;1 405,37;Home & Garden;Yekaterinburg;Paid
ORD-2024-000846;elena kozlova;lwzrdmzxn@mail.ru;79991234567;04.01.2024;33038,79;electronics;Kazan;shipped
ORD-2024-001353;  Anna Brown  ;uurcxpgy@gmail.com;8(999)123-45-67;2024/03/20;13459,19;books;Kazan;paid
ORD-2024-001837;  Anna Brown  ;pacefcxd@mail.ru;+7(999)123-45-67;2024/01/16;16689,18;Books;Sankt-Petersburg;Cancelled
ORD-2024-001594;john smith;watrogf@mail.ru;8-999-123-45-67;2024/03/23;31,253,60 руб;clothing;екатеринбург;Paid
ORD-2024-001317;  Anna Brown  ;fsddef@yandex.ru;79991234567;;16390,94;Books;Новосибирск;Paid
ORD-2024-000614;Peter Wilson;wlvtsrytwe@yandex.ru;79991234567;2024/03/03;44,268,85 руб;Clothing;Novosibirsk;pending
ORD-2024-000979;  Anna Brown  ;kovdl@yandex.ru;8-999-123-45-67;2024/01/10;9 370,69;ELECTRONICS;Moscow;pending
ORD-2024-001361;MARY JOHNSON;;8-999-123-45-67;31.01.2024;21 954,74;clothing;екатеринбург;shipped
ORD-2024-000789;  Anna Brown  ;user@;;2024/01/30;8586,79;Books;Novosibirsk;cancelled
ORD-2024-000711;MARY JOHNSON;user@;79991234567;17.03.2024;43 720,07;Books;москва;paid
ORD-2024-000612;MARY JOHNSON;yhqvkyu@mail.ru;79991234567;29.02.2024;2,321,48 руб;ELECTRONICS;Новосибирск;Paid
ORD-2024-001331;MARY JOHNSON;crspytvus@mail.ru;;01-02-2024;10,268,01 руб;Books;СПб;pending
ORD-2024-000515;  Anna Brown  ;invalid.email;+7(999)123-45-67;29-02-2024;27,068,00 руб;electronics;Новосибирск;Pending
ORD-2024-001164;Peter Wilson;zgpue@yandex.ru;79991234567;31-01-2024;2,613,95 руб;electronics;Moscow;paid
ORD-2024-000252;Peter Wilson;qsoudi@gmail.com;+7 999 123 45 67;15.03.2024;38163,85;Books;Moscow;Pending
ORD-2024-000677;MARY JOHNSON;vmvngl@mail.ru;;2024/03/20;7909,48;Electronics;москва;paid
ORD-2024-000616;;pzbvkmwo@mail.ru;8(999)123-45-67;2024/02/03;42682,15;Books;Moscow;Pending
ORD-2024-000481;  Anna Brown  ;xvslkbm@gmail.com;8-999-123-45-67;23.01.2024;17322,62;Electronics;Novosibirsk;pending
ORD-2024-000528;Peter Wilson;icpxso@yandex.ru;+7 999 123 45 67;10.01.2024;35727,45;ELECTRONICS;екатеринбург;cancelled
ORD-2024-000240;  Anna Brown  ;zrhkc@mail.ru;+7 999 123 45 67;21-03-2024;7,427,18 руб;sports;Новосибирск;pending
ORD-2024-001605;elena kozlova;zksktvh@yandex.ru;+7(999)123-45-67;2024/01/22;18728,49;electronics;Novosibirsk;pending
ORD-2024-001582;  Anna Brown  ;invalid.email;+7(999)123-45-67;2024/02/14;915 74;electronics;екатеринбург;Cancelled
ORD-2024-000933;john smith;user.domain.com;8-999-123-45-67;;36 681,23;Clothing;екатеринбург;paid
ORD-2024-000255;MARY JOHNSON;fjhvdhy@yandex.ru;8(999)123-45-67;23.01.2024;6287,41;books;Yekaterinburg;PAID
ORD-2024-001687;MARY JOHNSON;znspt@gmail.com;8(999)123-45-67;2024-03-26;19,510,82 руб;electronics;москва;Paid
ORD-2024-001222;MARY JOHNSON;fsiaxk@mail.ru;8-999-123-45-67;2024-02-12;11598,31;Books;Yekaterinburg;cancelled
ORD-2024-001055;Peter Wilson;kflkz@yandex.ru;+7(999)123-45-67;2024/03/01;36097,52;Clothing;Novosibirsk;Paid
ORD-2024-001038;MARY JOHNSON;szikrfptxv@gmail.com;;2024-01-05;29,961,84 руб;Home & Garden;Moscow;Paid
ORD-2024-000980;elena kozlova;risrxdhchd@outlook.com;+7 999 123 45 67;2024/01/14;16 328,05;Books;Yekaterinburg;Cancelled
ORD-2024-000519;;dsdjl@gmail.com;8(999)123-45-67;06.03.2024;34 188,43;Home & Garden;екатеринбург;PAID
ORD-2024-001211;Peter Wilson;shgwghgy@outlook.com;+7(999)123-45-67;;34,445,83 руб;books;Sankt-Petersburg;paid
ORD-2024-001076;john smith;pjcfuggif@gmail.com;8(999)123-45-67;01-03-2024;36975,48;Books;москва;Pending
ORD-2024-001425;john smith;dvgqcv@gmail.com;;02-01-2024;36981,77;books;Novosibirsk;PAID
ORD-2024-000701;Peter Wilson;@domain.com;;2024/03/24;27 421,96;Clothing;москва;paid
ORD-2024-000024;Peter Wilson;@domain.com;+7(999)123-45-67;2024-03-03;18428,31;ELECTRONICS;екатеринбург;Pending
ORD-2024-000307;Peter Wilson;;8(999)123-45-67;28-01-2024;37451,57;sports;Sankt-Petersburg;Cancelled
ORD-2024-000064;Peter Wilson;uscpvoi@gmail.com;79991234567;09-02-2024;21592,75;books;Kazan;Cancelled
ORD-2024-000426;  Anna Brown  ;gkfhhy@outlook.com;8(999)123-45-67;2024-02-25;22374,12;home;СПб;cancelled
ORD-2024-000304;Peter Wilson;nofnii@yandex.ru;;2024/03/10;38820,81;electronics;Kazan;cancelled
ORD-2024-001700;MARY JOHNSON;abfwi@gmail.com;8-999-123-45-67;2024/03/02;41644,50;Clothing;Sankt-Petersburg;Pending
ORD-2024-000716;MARY JOHNSON;cpipja@gmail.com;8(999)123-45-67;2024/03/14;15286,31;Books;Kazan;Cancelled
ORD-2024-000430;elena kozlova;rymrksc@outlook.com;+7 999 123 45 67;06-02-2024;19 776,76;sports;Moscow;shipped
ORD-2024-001731;;mnklkaf@outlook.com;8-999-123-45-67;12.03.2024;44,204,93 руб;Electronics;Kazan;PAID
ORD-2024-000922;  Anna Brown  ;user@;+7 999 123 45 67;10-02-2024;3 065,58;home;Moscow;cancelled
ORD-2024-000189;;imaxym@gmail.com;+7 999 123 45 67;17.03.2024;27,636,50 руб;Books;Yekaterinburg;Cancelled
ORD-2024-000774;Peter Wilson;frxgxum@yandex.ru;+7(999)123-45-67;2024-01-15;34 341,87;home;Yekaterinburg;cancelled
ORD-2024-001182;MARY JOHNSON;;8(999)123-45-67;05-02-2024;2165,45;books;Новосибирск;PAID
ORD-2024-001845;  Anna Brown  ;fzfgphbpjz@mail.ru;+7 999 123 45 67;08.03.2024;26702,74;home;екатеринбург;PAID
ORD-2024-001394;john smith;ynzbpu@gmail.com;+7 999 123 45 67;2024-01-18;38,245,97 руб;ELECTRONICS;Kazan;PAID
ORD-2024-001379;john smith;hmnsghks@mail.ru;79991234567;12.02.2024;18,746,11 руб;Books;Moscow;cancelled
ORD-2024-000860;Peter Wilson;dcculgtjj@yandex.ru;+7(999)123-45-67;2024/03/25;32,319,50 руб;sports;Yekaterinburg;shipped
ORD-2024-000555;MARY JOHNSON;shjjn@outlook.com;+7 999 123 45 67;2024/01/17;27842,94;Electronics;екатеринбург;cancelled
ORD-2024-000417;elena kozlova;tilenxf@mail.ru;+7 999 123 45 67;20.03.2024;9,803,70 руб;Clothing;Novosibirsk;Paid
ORD-2024-001129;elena kozlova;dnfuzfic@yandex.ru;;;23 670,73;sports;СПб;pending
ORD-ORD-2024-001337;elena kozlova;ynzmvx@mail.ru;8-999-123-45-67;25-01-2024;44,243,55 руб;ELECTRONICS;СПб;shipped
ORD-2024-000603;  Anna Brown  ;bzwbiina@gmail.com;8-999-123-45-67;2024/03/12;25720,58;books;москва;shipped
ORD-2024-001443;Peter Wilson;orrsotws@mail.ru;8(999)123-45-67;2024-02-04;4759,13;ELECTRONICS;Kazan;Cancelled
ORD-2024-000116;elena kozlova;edugxua@outlook.com;79991234567;2024-02-03;25,783,70 руб;ELECTRONICS;Novosibirsk;cancelled
ORD-2024-001489;MARY JOHNSON;bmshy@gmail.com;+7(999)123-45-67;26-03-2024;17906,36;Home & Garden;Yekaterinburg;Cancelled
ORD-2024-000766;elena kozlova;dvbrgofu@yandex.ru;+7 999 123 45 67;2024/02/08;11067,80;home;Sankt-Petersburg;pending
ORD-2024-000527;elena kozlova;uemcjnu@yandex.ru;79991234567;2024-01-13;15 989,76;Clothing;москва;shipped
ORD-2024-000866;Peter Wilson;;+7(999)123-45-67;01.03.2024;10538,73;Books;Новосибирск;Pending
ORD-2024-001537;Peter Wilson;user@;79991234567;13.01.2024;40139,80;Clothing;екатеринбург;shipped
ORD-2024-000592;MARY JOHNSON;zpmkdejubw@mail.ru;+7(999)123-45-67;04.02.2024;46324,52;sports;Moscow;paid
ORD-2024-000721;MARY JOHNSON;fipktbo@yandex.ru;79991234567;06.03.2024;6608,59;Clothing;Kazan;cancelled
ORD-2024-001180;elena kozlova;kknmfcp@outlook.com;8-999-123-45-67;20-01-2024;31,775,90 руб;clothing;Novosibirsk;paid
ORD-2024-000421;Peter Wilson;mbarhf@yandex.ru;8-999-123-45-67;2024/01/13;17116,03;home;москва;Pending
ORD-2024-001466;  Anna Brown  ;@domain.com;79991234567;02.02.2024;14,860,02 руб;sports;Sankt-Petersburg;Cancelled
ORD-2024-000174;MARY JOHNSON;wntcr@gmail.com;+7 999 123 45 67;2024-02-17;21733,34;books;СПб;Paid
ORD-2024-001604;  Anna Brown  ;kviwif@gmail.com;+7(999)123-45-67;23-03-2024;13209,66;ELECTRONICS;СПб;paid
ORD-2024-001205;elena kozlova;wijoqdsh@gmail.com;;27.03.2024;48177,18;ELECTRONICS;СПб;cancelled
ORD-2024-001829;MARY JOHNSON;fckiupdd@mail.ru;79991234567;04.01.2024;31416,69;Home & Garden;СПб;PAID
ORD-2024-000483;elena kozlova;qrkbltdu@outlook.com;8(999)123-45-67;2024/03/01;48,602,63 руб;Books;Sankt-Petersburg;Cancelled
ORD-2024-000773;  Anna Brown  ;fzfrdy@gmail.com;+7(999)123-45-67;2024/02/07;17632,25;ELECTRONICS;москва;PAID
ORD-2024-000969;;joqgglkyxh@outlook.com;+7 999 123 45 67;19.02.2024;17596,16;Electronics;Kazan;shipped
ORD-2024-001006;  Anna Brown  ;kohxbj@gmail.com;8(999)123-45-67;02-03-2024;8456,09;home;Novosibirsk;shipped
ORD-2024-000033;  Anna Brown  ;acgduwvaw@outlook.com;;2024/03/07;25 175,41;ELECTRONICS;Новосибирск;Pending
ORD-2024-000880;  Anna Brown  ;vbowlwtx@gmail.com;+7 999 123 45 67;2024-02-27;34419,92;ELECTRONICS;Новосибирск;Cancelled
ORD-2024-000204;Peter Wilson;ckjei@gmail.com;79991234567;14-02-2024;22302,94;ELECTRONICS;Sankt-Petersburg;Paid
ORD-2024-000271;john smith;laeruxel@mail.ru;+7 999 123 45 67;15-01-2024;34426,02;Home & Garden;СПб;paid
ORD-2024-000125;Peter Wilson;uioihapav@mail.ru;+7(999)123-45-67;2024/03/01;49 980,48;Clothing;Yekaterinburg;paid
ORD-2024-001546;Peter Wilson;zsvjcyvil@yandex.ru;8-999-123-45-67;2024-02-14;21677,34;books;СПб;paid
ORD-2024-000164;MARY JOHNSON;vxklkikda@gmail.com;;2024/01/10;5753,71;home;СПб;Cancelled
ORD-2024-001445;;kbnlkp@outlook.com;8(999)123-45-67;07.01.2024;47,453,20 руб;books;Sankt-Petersburg;shipped
ORD-2024-000651;MARY JOHNSON;dghibgats@yandex.ru;8(999)123-45-67;2024/01/06;39011,91;Books;екатеринбург;paid
ORD-ORD-2024-001171;john smith;bdiokvr@outlook.com;8(999)123-45-67;2024/01/10;11 180,71;electronics;Sankt-Petersburg;paid
ORD-2024-001243;MARY JOHNSON;xocpzwum@mail.ru;8(999)123-45-67;05-02-2024;743,53 руб;home;Новосибирск;Paid
ORD-2024-000050;  Anna Brown  ;pwetbcllp@outlook.com;79991234567;2024-03-06;5989,04;Clothing;Yekaterinburg;paid
ORD-2024-000865;  Anna Brown  ;ijadflfns@gmail.com;+7 999 123 45 67;12-03-2024;671,42 руб;electronics;Новосибирск;pending
ORD-2024-000234;elena kozlova;tkjrsepv@gmail.com;79991234567;2024-01-15;20237,87;Home & Garden;СПб;pending
ORD-2024-001315;;fcyzmnq@gmail.com;+7 999 123 45 67;27-03-2024;16 348,35;Books;Новосибирск;PAID
