employee_id;first_name;last_name;department;position;salary;years_experience;age;education_level;performance_rating;hire_date
EMP0093;Игорь;Фёдоров;Engineering;Mid;128600,0;5;28;Master;4;2020-06-29
EMP0094;Дмитрий;Михайлов;Engineering;Lead;272500,0;7;32;Bachelor;4;2018-07-15
EMP0095;Роман;Соколов;Engineering;Mid;160300,0;7;32;Bachelor;5;2018-11-18
EMP0096;Сергей;Фёдоров;Engineering;Mid;130400,0;6;28;Bachelor;4;2019-08-13
EMP0097;Николай;Волков;Engineering;Mid;151100,0;4;30;Master;4;2021-12-30
EMP0098;Анна;Егоров;Engineering;Lead;331200,0;11;33;PhD;4;2014-07-20
EMP0099;Дмитрий;Васильев;Engineering;Senior;203900,0;5;28;Bachelor;5;2020-12-06
EMP0100;Роман;Васильев;Engineering;Junior;100300,0;2;26;Master;5;2023-09-30
EMP0101;Алексей;Васильев;Engineering;Junior;80900,0;2;24;Bachelor;4;2023-08-28
EMP0102;Николай;Степанов;Engineering;Mid;130200,0;1;24;Bachelor;4;2024-08-28
EMP0103;Ольга;Сидоров;Engineering;Mid;129100,0;7;33;Bachelor;3;2019-01-21
EMP0104;Виктория;Фёдоров;Engineering;Mid;111600,0;4;30;Bachelor;3;2021-06-18
EMP0105;Дмитрий;Фёдоров;Engineering;Junior;104100,0;1;28;Master;4;2024-09-05
EMP0106;Наталья;Козлов;Engineering;Mid;124000,0;2;27;Bachelor;3;2023-09-07
EMP0107;Иван;Козлов;Engineering;Senior;279400,0;12;35;Master;5;2013-12-19
EMP0108;Иван;Семёнов;Engineering;Junior;99000,0;1;23;Bachelor;5;2024-09-02
EMP0109;Екатерина;Волков;Engineering;Mid;176800,0;8;30;Master;4;2017-05-23
EMP0110;Алексей;Михайлов;Engineering;Junior;86500,0;2;28;Bachelor;4;2024-01-26
EMP0111;Игорь;Семёнов;Engineering;Junior;94700,0;3;24;Bachelor;4;2022-06-24
EMP0112;Андрей;Волков;Engineering;Senior;238000,0;8;31;Master;4;2017-09-28
EMP0113;Ольга;Егоров;Engineering;Mid;129000,0;6;32;Bachelor;4;2019-10-23
EMP0114;Иван;Медведев;Engineering;Junior;93600,0;1;25;Master;4;2024-11-18
EMP0115;Алексей;Медведев;Engineering;Manager;411100,0;13;36;PhD;4;2012-10-12
EMP0116;Виктория;Семёнов;Engineering;Senior;227700,0;7;34;Master;4;2018-08-12
EMP0117;Андрей;Степанов;Engineering;Mid;119800,0;1;25;Bachelor;4;2024-12-19
EMP0118;Елена;Петров;Engineering;Junior;110100,0;1;25;PhD;4;2024-10-23
EMP0119;Светлана;Лебедев;Engineering;Mid;122600,0;7;30;Bachelor;3;2018-07-22
EMP0120;Светлана;Алексеев;Engineering;Senior;225000,0;6;32;Master;5;2019-04-22
EMP0121;Андрей;Морозов;Engineering;Mid;139700,0;3;27;Bachelor;5;2022-08-21
EMP0122;Сергей;Лебедев;Engineering;Mid;107600,0;3;25;Bachelor;4;2023-01-24
EMP0123;Андрей;Васильев;Engineering;Mid;103500,0;4;22;Bachelor;4;2021-07-24
EMP0124;Мария;Волков;Engineering;Senior;215100,0;8;29;Master;3;2018-01-28
EMP0125;Анна;Алексеев;Engineering;Mid;107300,0;3;28;Bachelor;3;2022-06-06
EMP0126;Максим;Егоров;Engineering;Mid;156400,0;3;26;PhD;3;2022-11-07
EMP0127;Николай;Попов;Engineering;Mid;129500,0;5;28;Bachelor;4;2020-10-18
EMP0128;Наталья;Волков;Engineering;Mid;107200,0;6;28;Bachelor;3;2019-09-17
EMP0129;Светлана;Сидоров;Engineering;Mid;129400,0;5;28;Bachelor;3;2020-08-19
EMP0130;Татьяна;Смирнов;Engineering;Mid;152700,0;6;30;Master;4;2019-06-03
EMP0131;Николай;Егоров;Engineering;Mid;155600,0;4;27;PhD;4;2021-10-21
EMP0132;Виктория;Фёдоров;Engineering;Mid;135000,0;4;28;Master;4;2021-08-27
EMP0133;Анна;Волков;Engineering;Senior;207300,0;10;32;Bachelor;5;2015-07-27
EMP0134;Анна;Степанов;Engineering;Junior;84900,0;1;27;Master;3;2024-10-13
EMP0135;Максим;Новиков;Engineering;Mid;147700,0;5;30;Master;3;2020-04-30
EMP0136;Елена;Лебедев;Engineering;Junior;118400,0;1;26;PhD;5;2024-10-11
EMP0137;Игорь;Фёдоров;Engineering;Senior;205200,0;8;31;Bachelor;4;2017-09-06
EMP0138;Ольга;Лебедев;Engineering;Mid;131200,0;4;25;Bachelor;4;2021-10-09
EMP0139;Николай;Лебедев;Engineering;Mid;125800,0;3;26;Bachelor;4;2022-12-16
EMP0140;Игорь;Степанов;Engineering;Junior;111200,0;3;27;Master;5;2022-09-22
EMP0141;Светлана;Соколов;Engineering;Mid;117900,0;5;30;Bachelor;3;2020-04-22
EMP0142;Владимир;Егоров;Engineering;Mid;140000,0;5;28;Master;4;2020-10-18
EMP0143;Игорь;Михайлов;Engineering;Mid;144600,0;3;27;Bachelor;4;2022-07-17
EMP0144;Андрей;Петров;Engineering;Mid;193200,0;5;30;PhD;5;2020-07-06
EMP0145;Мария;Смирнов;Engineering;VP;803800,0;14;36;PhD;3;2011-08-19
EMP0146;Алексей;Алексеев;Engineering;Junior;110400,0;3;27;Master;5;2022-03-26
EMP0147;Екатерина;Кузнецов;Engineering;Mid;129200,0;4;28;Bachelor;4;2021-03-26
EMP0148;Екатерина;Козлов;Engineering;Director;380200,0;9;33;Bachelor;4;2016-11-16
EMP0149;Анна;Семёнов;Engineering;Junior;99500,0;3;27;Bachelor;4;2022-11-18
EMP0150;Наталья;Кузнецов;Engineering;Lead;350100,0;10;36;PhD;4;2016-01-11
EMP0151;Андрей;Морозов;Engineering;Senior;253100,0;9;33;PhD;3;2016-09-17
EMP0152;Ольга;Медведев;Engineering;Mid;161100,0;4;28;Master;4;2021-10-05
EMP0153;Анна;Лебедев;Engineering;Mid;126300,0;1;25;Bachelor;4;2024-07-16
EMP0154;Роман;Медведев;Engineering;Senior;230000,0;6;32;Master;5;2019-08-28
EMP0155;Татьяна;Степанов;Engineering;Junior;101200,0;2;26;Master;4;2024-01-07
EMP0156;Алексей;Фёдоров;Engineering;Junior;74800,0;2;27;Bachelor;3;2024-02-21
EMP0157;Максим;Соколов;Engineering;Junior;76500,0;1;25;Bachelor;3;2024-07-04
EMP0158;Дмитрий;Михайлов;Engineering;Mid;143900,0;8;29;Bachelor;4;2017-09-11
EMP0159;Татьяна;Попов;Engineering;Junior;103200,0;2;27;Master;4;2023-08-02
EMP0160;Юлия;Морозов;Engineering;VP;621600,0;10;31;Master;3;2016-02-14
EMP0161;Юлия;Петров;Engineering;Senior;195500,0;6;30;Bachelor;5;2019-09-21
EMP0162;Виктория;Иванов;Engineering;Mid;118100,0;4;29;Bachelor;4;2021-07-25
EMP0163;Екатерина;Попов;Engineering;Senior;220400,0;6;29;Master;4;2019-09-15
EMP0164;Сергей;Петров;Engineering;Mid;135300,0;4;26;Bachelor;4;2021-07-18
EMP0165;Николай;Егоров;Engineering;Senior;249800,0;7;30;PhD;4;2018-09-20
EMP0166;Мария;Егоров;Engineering;Mid;141900,0;4;28;Bachelor;4;2021-08-25
EMP0167;Сергей;Новиков;Engineering;Lead;268600,0;8;31;Bachelor;4;2017-08-14
EMP0168;Екатерина;Лебедев;Engineering;Junior;104000,0;3;29;Bachelor;5;2022-09-24
EMP0169;Ольга;Новиков;Engineering;Mid;161500,0;5;29;Master;4;2020-10-28
EMP0170;Роман;Сидоров;Engineering;Junior;96600,0;1;24;Bachelor;5;2025-01-11
EMP0171;Елена;Лебедев;Engineering;Mid;160500,0;5;29;PhD;4;2020-08-20
EMP0172;Виктория;Козлов;Engineering;Junior;79500,0;2;27;Master;3;2023-03-13
EMP0173;Наталья;Михайлов;Engineering;Junior;95500,0;2;29;Bachelor;4;2023-10-27
EMP0174;Сергей;Егоров;Engineering;Director;478600,0;13;38;Bachelor;5;2012-08-05
EMP0175;Дмитрий;Волков;Engineering;Lead;307500,0;9;35;Master;4;2016-07-01
EMP0176;Юлия;Лебедев;Engineering;Junior;80600,0;3;28;Bachelor;4;2022-09-06
EMP0177;Елена;Петров;Engineering;Senior;231500,0;5;29;Master;4;2020-09-02
EMP0178;Игорь;Алексеев;Engineering;Mid;174700,0;6;30;Bachelor;5;2019-06-29
EMP0179;Юлия;Егоров;Engineering;Mid;132500,0;1;25;Bachelor;4;2024-04-24
EMP0180;Светлана;Кузнецов;Engineering;Lead;319800,0;8;35;Master;5;2017-08-18
EMP0181;Екатерина;Кузнецов;Engineering;Junior;79500,0;2;28;Bachelor;3;2023-09-03
EMP0182;Сергей;Васильев;Engineering;Senior;227400,0;9;33;Master;4;2016-12-15
EMP0183;Ольга;Петров;Engineering;Mid;145100,0;9;30;Bachelor;4;2016-10-23
EMP0184;Ольга;Васильев;Engineering;Mid;155600,0;6;29;Master;4;2019-10-04
EMP0185;Дмитрий;Волков;Engineering;Junior;80800,0;3;25;Master;3;2022-10-28
EMP0186;Алексей;Иванов;Engineering;Junior;94400,0;2;27;Bachelor;4;2023-08-06
EMP0187;Юлия;Фёдоров;Engineering;Junior;99200,0;1;23;Master;4;2024-05-30
EMP0188;Наталья;Иванов;Engineering;Lead;311800,0;11;36;Master;4;2014-06-03
EMP0189;Анна;Соколов;Engineering;Mid;125400,0;3;26;Master;3;2022-07-30
EMP0190;Юлия;Новиков;Engineering;Junior;86100,0;3;30;Bachelor;4;2022-07-07
EMP0191;Мария;Новиков;Engineering;Mid;126900,0;7;30;Bachelor;3;2018-12-02
EMP0192;Елена;Новиков;Engineering;Junior;71400,0;0;24;Bachelor;4;2025-07-27
EMP0193;Андрей;Васильев;Engineering;Senior;203100,0;6;28;Bachelor;4;2019-06-16
EMP0194;Роман;Иванов;Engineering;Junior;100200,0;3;27;Master;4;2022-08-07
EMP0195;Светлана;Кузнецов;Engineering;Mid;163200,0;6;26;Master;4;2019-12-03
EMP0196;Владимир;Соколов;Engineering;Mid;142900,0;5;28;Master;4;2020-08-02
EMP0197;Юлия;Соколов;Engineering;Mid;179800,0;6;32;Master;4;2019-10-11
EMP0198;Роман;Алексеев;Engineering;Junior;82300,0;4;29;Bachelor;3;2021-08-17
EMP0199;Максим;Козлов;Engineering;Senior;241000,0;7;32;PhD;5;2019-02-19
EMP0200;Сергей;Волков;Engineering;Mid;149100,0;3;26;Master;3;2022-05-30
EMP0201;Дмитрий;Семёнов;Engineering;Mid;162200,0;5;28;Master;4;2020-06-25
EMP0202;Анна;Новиков;Engineering;Junior;101000,0;2;26;Master;5;2023-08-14
EMP0203;Иван;Семёнов;Engineering;Mid;140900,0;6;29;Bachelor;4;2019-10-17
EMP0204;Елена;Кузнецов;Engineering;Mid;146000,0;4;28;Bachelor;5;2021-07-29
EMP0205;Елена;Лебедев;Engineering;Junior;81100,0;1;26;Bachelor;4;2024-04-06
EMP0206;Светлана;Козлов;Engineering;Senior;233800,0;8;33;Master;4;2017-10-10
EMP0207;Виктория;Иванов;Engineering;Lead;444500,0;16;43;PhD;5;2009-07-16
EMP0208;Владимир;Егоров;Engineering;Senior;237000,0;7;29;Master;3;2018-10-09
EMP0209;Светлана;Новиков;Engineering;Mid;131700,0;5;26;Bachelor;3;2020-09-27
EMP0210;Светлана;Васильев;Engineering;Manager;408000,0;11;35;Master;5;2014-04-17
EMP0211;Максим;Петров;Engineering;CEO;450000,0;7;29;Master;4;2018-05-27
EMP0212;Елена;Егоров;Engineering;Junior;74300,0;1;26;Bachelor;4;2024-11-17
EMP0213;Елена;Степанов;Engineering;Mid;119500,0;7;31;Bachelor;4;2018-07-29
EMP0214;Андрей;Сидоров;Engineering;Senior;230100,0;8;32;Master;4;2017-08-03
EMP0215;Сергей;Волков;Engineering;Mid;155200,0;4;30;Master;4;2021-07-14
EMP0216;Мария;Алексеев;Engineering;Lead;322200,0;12;36;Master;4;2014-01-22
EMP0217;Иван;Семёнов;Engineering;Senior;192300,0;7;32;Master;3;2018-05-27
EMP0218;Иван;Иванов;Engineering;Senior;181500,0;7;30;Bachelor;4;2018-11-18
EMP0219;Мария;Сидоров;Engineering;Junior;89600,0;0;24;Bachelor;5;2025-08-06
EMP0220;Андрей;Петров;Engineering;Mid;126400,0;5;29;Bachelor;4;2020-11-16
EMP0221;Елена;Кузнецов;Engineering;Mid;122800,0;2;26;Bachelor;3;2023-12-06
EMP0222;Ольга;Лебедев;Engineering;Mid;162800,0;6;30;PhD;4;2019-07-01
EMP0223;Юлия;Васильев;Engineering;Senior;225900,0;7;31;Master;5;2018-06-29
EMP0224;Максим;Петров;Engineering;Senior;190800,0;8;32;Bachelor;4;2017-10-23
EMP0225;Анна;Кузнецов;Engineering;Junior;90700,0;1;26;Bachelor;3;2024-04-03
EMP0226;Елена;Лебедев;Engineering;Junior;98800,0;2;26;Master;4;2023-09-23
EMP0227;Дмитрий;Кузнецов;Engineering;VP;857100,0;15;35;PhD;4;2010-08-01
EMP0228;Анна;Морозов;Engineering;Lead;258700,0;11;35;Bachelor;5;2014-07-13
EMP0229;Владимир;Васильев;Engineering;Senior;248300,0;6;33;PhD;3;2019-12-01
EMP0230;Ольга;Соколов;Engineering;Senior;186000,0;9;34;Bachelor;5;2016-06-29
EMP0231;Юлия;Фёдоров;Engineering;Senior;233800,0;8;33;Master;4;2017-12-13
EMP0232;Иван;Сидоров;Engineering;Senior;242900,0;7;32;Master;4;2018-10-07
EMP0233;Алексей;Новиков;Engineering;Junior;91100,0;2;22;Bachelor;5;2023-11-30
EMP0234;Андрей;Волков;Engineering;Junior;98700,0;2;29;Master;4;2023-06-19
EMP0235;Светлана;Соколов;Engineering;Mid;140900,0;4;28;Master;3;2021-09-22
EMP0236;Анна;Петров;Engineering;Senior;205500,0;4;28;Master;4;2021-07-23
EMP0237;Наталья;Сидоров;Engineering;Director;467800,0;15;39;Master;3;2010-09-09
EMP0238;Елена;Соколов;Engineering;Junior;103300,0;3;27;Master;4;2022-07-19
EMP0239;Татьяна;Соколов;Engineering;Junior;117500,0;3;30;PhD;4;2022-07-07
EMP0240;Иван;Козлов;Engineering;Lead;280800,0;9;35;Master;5;2016-09-12
EMP0241;Алексей;Медведев;Engineering;Senior;186000,0;10;34;Bachelor;3;2015-03-04
EMP0242;Наталья;Михайлов;Engineering;Mid;624595,0375136986;3;27;Bachelor;4;2022-07-24
EMP0243;Юлия;Козлов;Engineering;Senior;156200,0;4;29;Bachelor;4;2021-07-13
EMP0244;Светлана;Морозов;Engineering;Junior;87600,0;1;23;Bachelor;4;2024-08-08
EMP0245;Иван;Алексеев;Engineering;Junior;103600,0;3;24;Bachelor;5;2022-12-02
EMP0246;Анна;Медведев;Engineering;Junior;89600,0;3;26;Bachelor;3;2022-10-04
EMP0247;Татьяна;Морозов;Engineering;Mid;127200,0;1;26;Bachelor;4;2024-07-18
EMP0248;Андрей;Иванов;Engineering;Senior;221300,0;6;31;Master;4;2019-10-22
EMP0249;Светлана;Егоров;Engineering;Mid;162500,0;4;28;Master;4;2021-07-07
EMP0250;Алексей;Новиков;Engineering;Mid;141600,0;2;26;Bachelor;4;2023-05-24
EMP0251;Дмитрий;Волков;Data Science;Senior;258200,0;11;35;Bachelor;5;2014-10-01
EMP0252;Мария;Медведев;Data Science;Mid;137700,0;5;30;Bachelor;4;2020-08-03
EMP0253;Андрей;Лебедев;Data Science;Mid;152500,0;5;28;Bachelor;3;2020-10-14
EMP0254;Елена;Медведев;Data Science;Mid;151700,0;5;30;Bachelor;5;2020-09-11
EMP0255;Наталья;Васильев;Data Science;Mid;149400,0;4;28;Bachelor;4;2021-05-11
EMP0256;Максим;Сидоров;Data Science;Senior;277200,0;7;31;Master;4;2018-05-16
EMP0257;Сергей;Васильев;Data Science;Junior;106000,0;1;27;Bachelor;4;2024-08-16
EMP0258;Светлана;Алексеев;Data Science;Senior;262100,0;6;28;Master;4;2019-10-23
EMP0259;Екатерина;Новиков;Data Science;Senior;231500,0;8;32;Bachelor;3;2017-08-01
EMP0260;Наталья;Козлов;Data Science;Senior;233000,0;6;30;Master;3;2019-09-04
EMP0261;Мария;Волков;Data Science;Senior;267300,0;10;32;Master;4;2015-09-04
EMP0262;Алексей;Михайлов;Data Science;Junior;96700,0;1;27;Bachelor;4;2024-10-28
EMP0263;Алексей;Попов;Data Science;Mid;166900,0;6;30;Bachelor;4;2019-07-17
EMP0264;Сергей;Морозов;Data Science;Junior;106500,0;2;26;Bachelor;4;2023-11-23
EMP0265;Мария;Смирнов;Data Science;Mid;162300,0;4;28;Bachelor;4;2021-09-22
EMP0266;Иван;Медведев;Data Science;Senior;247100,0;6;31;Master;4;2019-07-25
EMP0267;Елена;Михайлов;Data Science;Mid;139100,0;2;26;Master;4;2024-02-02
EMP0268;Елена;Сидоров;Data Science;Junior;117700,0;0;23;Master;4;2025-07-13
EMP0269;Светлана;Петров;Data Science;Mid;191300,0;2;24;PhD;4;2023-09-29
EMP0270;Николай;Морозов;Data Science;Mid;158300,0;3;27;Bachelor;4;2022-11-04
EMP0271;Иван;Михайлов;Data Science;Lead;381700,0;13;37;PhD;4;2012-12-30
EMP0272;Юлия;Сидоров;Data Science;Director;553700,0;12;39;Master;4;2013-05-13
EMP0273;Виктория;Михайлов;Data Science;Mid;155100,0;6;30;Bachelor;4;2019-03-10
EMP0274;Роман;Козлов;Data Science;Mid;153000,0;1;26;Bachelor;5;2024-11-14
EMP0275;Елена;Козлов;Data Science;Junior;115100,0;0;23;Master;4;2025-08-06
EMP0276;Елена;Фёдоров;Data Science;Junior;106800,0;1;26;Bachelor;4;2024-09-23
EMP0277;Татьяна;Новиков;Data Science;Mid;148300,0;5;26;Bachelor;4;2021-01-27
EMP0278;Владимир;Соколов;Data Science;Junior;99300,0;3;27;Master;3;2022-08-10
EMP0279;Алексей;Сидоров;Data Science;Junior;98800,0;1;25;Bachelor;3;2025-03-12
EMP0280;Елена;Медведев;Data Science;Mid;156000,0;5;30;Bachelor;4;2021-01-17
EMP0281;Елена;Лебедев;Data Science;Junior;115100,0;2;24;Master;3;2023-09-07
EMP0282;Максим;Морозов;Data Science;Junior;96200,0;1;25;Bachelor;4;2024-12-02
EMP0283;Мария;Кузнецов;Data Science;Junior;110800,0;1;25;Master;4;2024-05-30
EMP0284;Максим;Иванов;Data Science;Senior;286900,0;9;34;Master;5;2017-02-11
EMP0285;Юлия;Васильев;Data Science;Senior;270800,0;6;30;Master;5;2020-06-25
EMP0286;Ольга;Иванов;Data Science;Junior;122900,0;2;26;Master;3;2023-08-20
EMP0287;Юлия;Кузнецов;Data Science;Mid;138800,0;8;32;Bachelor;3;2017-10-25
EMP0288;Дмитрий;Попов;Data Science;Senior;307600,0;10;35;PhD;4;2015-12-18
EMP0289;Наталья;Михайлов;Data Science;Director;553800,0;9;34;PhD;4;2016-09-05
EMP0290;Юлия;Попов;Data Science;Senior;245600,0;7;31;Master;4;2018-10-03
EMP0291;Максим;Новиков;Data Science;Lead;335100,0;8;30;Master;3;2017-06-08
